Table Name,Function Name,Time,R/W,data1,data2,data3,data4,data5
accountStats,FetchBattleCount,2256.931,R,battleCount,,,,
accounts,FetchClassicSessionCount,2256.941,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2256.941,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2286.926,R,lastActivity,,,,
accounts,FetchBattleCount,2286.936,R,banned,,,,
accountStats,FetchBattleCount,2286.937,R,battleCount,,,,
accounts,FetchClassicSessionCount,2286.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2286.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2316.926,R,lastActivity,,,,
accounts,FetchBattleCount,2316.937,R,banned,,,,
accountStats,FetchBattleCount,2316.937,R,battleCount,,,,
accounts,FetchClassicSessionCount,2316.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2316.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2346.927,R,lastActivity,,,,
accounts,FetchBattleCount,2346.938,R,banned,,,,
accountStats,FetchBattleCount,2346.938,R,battleCount,,,,
accounts,FetchClassicSessionCount,2346.948,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2346.949,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2376.926,R,lastActivity,,,,
accounts,FetchBattleCount,2376.937,R,banned,,,,
accountStats,FetchBattleCount,2376.937,R,battleCount,,,,
accounts,FetchClassicSessionCount,2376.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2376.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2406.926,R,lastActivity,,,,
accounts,FetchBattleCount,2406.936,R,banned,,,,
accountStats,FetchBattleCount,2406.937,R,battleCount,,,,
accounts,FetchClassicSessionCount,2406.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2406.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2436.926,R,lastActivity,,,,
accounts,FetchBattleCount,2436.936,R,banned,,,,
accountStats,FetchBattleCount,2436.936,R,battleCount,,,,
accounts,FetchClassicSessionCount,2436.946,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2436.946,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2466.920,R,lastActivity,,,,
accounts,FetchBattleCount,2466.931,R,banned,,,,
accountStats,FetchBattleCount,2466.931,R,battleCount,,,,
accounts,FetchClassicSessionCount,2466.941,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2466.941,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2496.926,R,lastActivity,,,,
accounts,FetchBattleCount,2496.936,R,banned,,,,
accountStats,FetchBattleCount,2496.936,R,battleCount,,,,
accounts,FetchClassicSessionCount,2496.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2496.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2526.926,R,lastActivity,,,,
accounts,FetchBattleCount,2526.936,R,banned,,,,
accountStats,FetchBattleCount,2526.936,R,battleCount,,,,
accounts,FetchClassicSessionCount,2526.946,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,2526.946,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,2556.926,R,lastActivity,,,,
accounts,FetchBattleCount,2556.936,R,banned,,,,
accountStats,FetchBattleCount,2556.936,R,battleCount,,,,
