Table Name,Function Name,Time,R/W,data1,data2,data3,data4,data5
sessions,FetchUUIDFromToken,1309.418,R,uuid,,,,
activeClientSessions,IsActiveSession,1309.418,R,id,,,,
verify system,,1309.418,,,,,,
sessions,FetchUUIDFromToken,1332.270,R,uuid,,,,
activeClientSessions,IsActiveSession,1332.271,R,id,,,,
verify system,,1332.271,,,,,,
sessions,FetchUUIDFromToken,1372.043,R,uuid,,,,
activeClientSessions,IsActiveSession,1372.044,R,id,,,,
verify system,,1372.044,,,,,,
sessions,FetchUUIDFromToken,1392.917,R,uuid,,,,
activeClientSessions,IsActiveSession,1392.918,R,id,,,,
verify system,,1392.918,,,,,,
sessions,FetchUUIDFromToken,1427.348,R,uuid,,,,
updateAll,,1427.348,,,,,,
activeClientSessions,IsActiveSession,1428.065,R,id,,,,
accounts,FetchTrainerIds,1428.066,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,1428.067,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,1428.067,R,data,,,,
accounts,UpdateAccountLastActivity,1428.070,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,1428.079,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,1428.080,W,lastActivity,,,,
accountStats,UpdateAccountStats,1428.081,W,stats,,,,
systemSaveData,StoreSystemSaveData,1428.094,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,1450.495,R,uuid,,,,
activeClientSessions,IsActiveSession,1450.496,R,id,,,,
verify system,,1450.496,,,,,,
sessions,FetchUUIDFromToken,1492.135,R,uuid,,,,
activeClientSessions,IsActiveSession,1492.136,R,id,,,,
verify system,,1492.136,,,,,,
sessions,FetchUUIDFromToken,1568.996,R,uuid,,,,
activeClientSessions,IsActiveSession,1568.997,R,id,,,,
verify system,,1568.997,,,,,,
sessions,FetchUUIDFromToken,1605.222,R,uuid,,,,
activeClientSessions,IsActiveSession,1605.223,R,id,,,,
verify system,,1605.223,,,,,,
sessions,FetchUUIDFromToken,1635.985,R,uuid,,,,
updateAll,,1635.985,,,,,,
activeClientSessions,IsActiveSession,1636.175,R,id,,,,
accounts,FetchTrainerIds,1636.175,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,1636.176,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,1636.176,R,data,,,,
accounts,UpdateAccountLastActivity,1636.179,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,1636.191,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,1636.191,W,lastActivity,,,,
accountStats,UpdateAccountStats,1636.193,W,stats,,,,
systemSaveData,StoreSystemSaveData,1636.207,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,1649.923,R,uuid,,,,
activeClientSessions,IsActiveSession,1649.924,R,id,,,,
verify system,,1649.924,,,,,,
sessions,FetchUUIDFromToken,1709.669,R,uuid,,,,
activeClientSessions,IsActiveSession,1709.670,R,id,,,,
verify system,,1709.670,,,,,,
sessions,FetchUUIDFromToken,1751.655,R,uuid,,,,
activeClientSessions,IsActiveSession,1751.655,R,id,,,,
verify system,,1751.655,,,,,,
sessions,FetchUUIDFromToken,1857.883,R,uuid,,,,
activeClientSessions,IsActiveSession,1857.883,R,id,,,,
verify system,,1857.883,,,,,,
sessions,FetchUUIDFromToken,1928.573,R,uuid,,,,
updateAll,,1928.573,,,,,,
activeClientSessions,IsActiveSession,1928.583,R,id,,,,
accounts,FetchTrainerIds,1928.583,R,trainerID,secretID,,,
accountStats,RetrievePlaytime,1928.584,R,playtime,,,,
sessionSaveData,ReadSessionSaveData,1928.584,R,data,,,,
accounts,UpdateAccountLastActivity,1928.587,W,lastActivity,,,,
sessionSaveData,StoreSessionSaveData,1928.598,W,uuid,slot,data,timeStamp,
accounts,UpdateAccountLastActivity,1928.599,W,lastActivity,,,,
accountStats,UpdateAccountStats,1928.600,W,stats,,,,
systemSaveData,StoreSystemSaveData,1928.613,W,uuid,data,timeStamp,,
sessions,FetchUUIDFromToken,1930.686,R,uuid,,,,
Info,,1930.686,,,,,,
accounts,FetchUsernameFromUUID,1930.686,R,userName,,,,
accounts,FetchDiscordIdByUsername,1930.687,R,discordId,,,,
accounts,FetchGoogleIdByUsername,1930.688,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,1930.689,R,slot,,,,
sessions,FetchUUIDFromToken,1930.874,R,uuid,,,,
activeClientSessions,IsActiveSession,1930.875,R,id,,,,
get system,,1930.875,,,,,,
systemSaveData,ReadSystemSaveData,1930.875,R,data,,,,
sessions,FetchUUIDFromToken,1931.160,R,uuid,,,,
activeClientSessions,UpdateActiveSession,1931.160,W,uuid,clientSessionId,,,
